,Name,University,Sport,Sponsors,Number_Sponsors,Instagram,Twitter,Conference,Insta_dummy,Twitter_dummy,group
219,Olivia Tuma,Cornell University,Lacrosse,Barstool Sports,1,livtuma,@TUMAfish_,Non Power Five Conference,1,1,1
220,Brett Seither,University of Georgia,Football,Barstool Sports,1,_brett18,@_brett18,Southeastern Conference,1,1,0
221,Sal Goaley,Saint Louis University,Swimming and Diving,Barstool Sports,1,sal_goaley,@sal_goaley,Non Power Five Conference,1,1,1
222,Danny Dzhaniyev,Pennsylvania State University,Ice Hockey,Barstool Sports,1,dzhaniyev15,@DDzhaniyev,Big 10,1,1,0
223,Jack Hillman,College of the Holy Cross,Ice Hockey,Barstool Sports,1,jhillman8,@Jhillman8,Non Power Five Conference,1,1,1
224,Grace Boghosian,Lafayette College,Swimming and Diving,Barstool Sports,1,graceebogo,,Non Power Five Conference,1,0,1
225,Emily Heller,University of Florida,Lacrosse,Barstool Sports,1,emilyheller_,@Emilyheller1,Southeastern Conference,1,1,0
226,Vannessa Garrelts,Miami University,Basketball,Barstool Sports,1,VannessaGarrelsaGarrelts,@vgarrelts,Non Power Five Conference,1,1,1
227,Colby Grames,Bucknell University,Football,Barstool Sports,1,colbygrames,@grames47,Non Power Five Conference,1,1,1
228,Kamryn Tuimalu,St. John's University,Softball,Barstool Sports,1,KamrynTuimalu12,@kamryn_ryn12,Non Power Five Conference,1,1,1
229,Sarah Boyle,University of Notre Dame,Swimming and Diving,Barstool Sports,1,Seb_boyle,@sarah_boyle925,Atlantic Coast Conference,1,1,0
230,Aidan Hawley,Merrimack College,Baseball,Barstool Sports,1,Aidan_hawley,@hawleyaidan,Non Power Five Conference,1,1,1
231,Aiden Waszak,Ohio University,Wrestling,Barstool Sports,1,aidan_waszak,@aidanwaszak,Non Power Five Conference,1,1,1
232,Lucas Meek,University of Washington,Soccer,Barstool Sports,1,lucasm33,,Pac-12,1,0,0
233,Dominique Marcelli,Florida International University,Soccer,Barstool Sports,1,DominiqueMarcequeMarcelli_,@kikimarcelli_,Non Power Five Conference,1,1,1
234,Jordan Beatson,The Citadel,Baseball,Barstool Sports,1,beatson12,@beatson12,Non Power Five Conference,1,1,1
235,Dan Mangun,Loyola University Chicago,Volleyball,Barstool Sports,1,Danmangun,@Djmangun,Non Power Five Conference,1,1,1
236,Chris Crabtree,Duke University,Baseball,Barstool Sports,1,lil_chris15,@lil_chris003,Atlantic Coast Conference,1,1,0
237,Karson Bacon,University of Oregon,Volleyball,Barstool Sports,1,karson_kanani,,Pac-12,1,0,0
238,Casey Rogers,University of Nebraska - Lincoln,Football,Barstool Sports,1,Caseyrogers98,@Caseyrogers98,Big 10,1,1,0
239,Brandon Hsu,University of Rhode Island,Baseball,Barstool Sports,1,bhsu_,@Bhsu_02,Non Power Five Conference,1,1,1
240,Collin Hawes,Radford University,Soccer,Barstool Sports,1,Chawes11,@Collin_hawes,Non Power Five Conference,1,1,1
241,Daryl Watts,University of Wisconsin - Madison,Ice Hockey,Barstool Sports,1,darylwatts_,@darylwatts19,Big 10,1,1,0
242,Nick Brown,Liberty University,Football,Barstool Sports,1,Nickbrown.l,@Nickbrown_14,Non Power Five Conference,1,1,1
243,Andrew Barrett,Drake University,Basketball,Barstool Sports,1,Andrew_barrett_barrett22,@Abarrett2288,Non Power Five Conference,1,1,1
244,Beau Healy,Mercer University,Baseball,Barstool Sports,1,Beauhealy,@beau_healy,Non Power Five Conference,1,1,1
245,Jack Cebert,University of South Florida,Baseball,Barstool Sports,1,Jackcebertt,@Jackcebertt,Non Power Five Conference,1,1,1
246,Nick Loffredo,University of Richmond,Baseball,Barstool Sports,1,nloffredo16,@nloffredo16,Non Power Five Conference,1,1,1
247,Matteo Mele,University of Washington,Football,Barstool Sports,1,matteo__mele,@MatteoMele2,Pac-12,1,1,0
248,Kris Carlson,Long Island University,Ice Hockey,Barstool Sports,1,Icarly30,@K_Carlson30,Non Power Five Conference,1,1,1
249,Courtney Mahoney,Fairleigh Dickinson University,Softball,Barstool Sports,1,courtney_mahoney_mahoney27,@crmahoney27,Non Power Five Conference,1,1,1
250,Savannah Braun,University of New Mexico,Softball,Barstool Sports,1,Savannahbraun_,@SavannahBraun9,Non Power Five Conference,1,1,1
251,Jillian Shive,Ohio University,Field Hockey,Barstool Sports,1,billianshive,@jillshive,Non Power Five Conference,1,1,1
252,Sarah Rech,University of Akron,Lacrosse,Barstool Sports,1,sarahrech19,@Sarahrech,Non Power Five Conference,1,1,1
253,Sarah Bacon,University of Minnesota,Swimming and Diving,Barstool Sports,1,sarahbacon1,@the_baconater,Big 10,1,1,0
254,Luke Bolden,Miami University,Football,Barstool Sports,1,lukebolden,@lukebolden7,Non Power Five Conference,1,1,1
255,Peyton Fifield,Sam Houston State University,Football,Barstool Sports,1,Peytonfifield,@Peytonfifield,Non Power Five Conference,1,1,1
256,Kris Jenkins,University of Michigan,Football,Barstool Sports,1,kjj_18,@KrisJenkinsJr1,Big 10,1,1,0
257,Nina Kucheran,Florida State University,Swimming and Diving,Barstool Sports,1,ninakucheran,@ninakucheran,Atlantic Coast Conference,1,1,0
258,Jack Martin,University of South Alabama,Football,Barstool Sports,1,jack_martin27,@Jackmartin81,Non Power Five Conference,1,1,1
259,Oleh Manzyk,University of New Hampshire,Football,Barstool Sports,1,Oleh_manzyk_5,@Oleh_manzyk14,Non Power Five Conference,1,1,1
260,Tyler Lytle,University of Massachusetts Amherst,Football,Barstool Sports,1,tylytle5,@tylytle5,Non Power Five Conference,1,1,1
261,Rusty Feth,Miami University,Football,Barstool Sports,1,R_feth,@Rustyfeth9,Non Power Five Conference,1,1,1
262,Kylie Hampton,College of the Holy Cross,Lacrosse,Barstool Sports,1,kyliehampton24,@Kyliehampton19,Non Power Five Conference,1,1,1
263,Liam Murphy,Columbia University,Basketball,Barstool Sports,1,liammurphy7,@LiamMurphy657,Non Power Five Conference,1,1,1
264,Cade Haberman,Northern Illinois University,Football,Barstool Sports,1,cadehaberman,@habs_51,Non Power Five Conference,1,1,1
265,Jess Preusser,Saint Louis University,Soccer,Barstool Sports,1,Jess.preusser,@jpreusser90,Non Power Five Conference,1,1,1
266,Everett Olson,University of New Hampshire,Skiing,Barstool Sports,1,Everett_g_olson,@im5foot10iswear,Non Power Five Conference,1,1,1
267,Devyn King,Sacred Heart University,Track and Field,Barstool Sports,1,devynking,,Non Power Five Conference,1,0,1
268,Henry Beckett,Miami University,Football,Barstool Sports,1,Henrybeckett_,@Henrybeck_,Non Power Five Conference,1,1,1
269,Jacob Siler,The Ohio State University,Swimming and Diving,Barstool Sports,1,j_siler,@jacobsiler112,Big 10,1,1,0
270,Thomas Howell,University of Louisiana at Monroe,Basketball,Barstool Sports,1,,,Non Power Five Conference,0,0,1
271,Megan Guglielmo,Wagner College,Track and Field,Barstool Sports,1,megan_guglielmo,@megan_guglielmo,Non Power Five Conference,1,1,1
272,Cody Roder,North Dakota State University,Track and Field,Barstool Sports,1,cody_roder00,@cody_roder00,Non Power Five Conference,1,1,1
273,Allison Lowrey,Rutgers University,Soccer,Barstool Sports,1,allie_lowrey,,Big 10,1,0,0
274,Nicholas Marino,Florida Atlantic University,Football,Barstool Sports,1,nickmarino45,@nick_marino77,Non Power Five Conference,1,1,1
275,Jay Johnson,The Ohio State University,Swimming and Diving,Barstool Sports,1,jay__johnson__,@Jay_Johnson0117,Big 10,1,1,0
276,Jeremy Cody,Arizona State University,Track and Field,Barstool Sports,1,Jeremy.Cody,@Jeremy_Cody,Pac-12,1,1,0
277,Michael O'Shaughnessy,The Ohio State University,Football,Barstool Sports,1,,,Big 10,0,0,0
278,Savannah Marshall,James Madison University,Volleyball,Barstool Sports,1,savmarsh12,@savmarsh12,Non Power Five Conference,1,1,1
279,Mallory Pitstick,Youngstown State University,Swimming and Diving,Barstool Sports,1,mallorypistick,@mallorypistick,Non Power Five Conference,1,1,1
280,Jack Coldiron,Miami University,Football,Barstool Sports,1,jackcoldiron,@ColdironJack,Non Power Five Conference,1,1,1
281,Hunter Bruce,Pennsylvania State University,Golf,Barstool Sports,1,hunter_bruce24,@HunterBruce93,Big 10,1,1,0
282,Andrew Sowinski,Purdue University,Football,Barstool Sports,1,andrew_sowinski,@andrewsowinski2,Big 10,1,1,0
283,Tyler Hanley,Florida State University,Swimming and Diving,Barstool Sports,1,tyler_hanley,@tylerhanley03,Atlantic Coast Conference,1,1,0
284,Hatti Moore,University of Missouri,Softball,Barstool Sports,1,hatti_moore,@hattilayne,Southeastern Conference,1,1,0
285,Douglas Hodo III,University of Texas at Austin,Baseball,Barstool Sports,1,Douglashodill,@DouglasHodo,Big 12,1,1,0
286,Colin Munro,Georgetown University,Lacrosse,Barstool Sports,1,colin3munro,@colin3munro,Non Power Five Conference,1,1,1
287,Teagan Miller,Austin Peay State University,Golf,Barstool Sports,1,t_miller00,@tmiller_02,Non Power Five Conference,1,1,1
288,John Stillman,Bradley University,Golf,Barstool Sports,1,john_stillman12,@jstills22,Non Power Five Conference,1,1,1
289,Sam DePrez,Binghamton University,Wrestling,Barstool Sports,1,Deprez15,@Deprez200,Non Power Five Conference,1,1,1
290,Joey Marcuccilli,Iowa State University,Ice Hockey,Barstool Sports,1,jmarcuccilli16,@JoeyMarcuccilli,Big 12,1,1,0
291,Le Bassett,Mercer University,Baseball,Barstool Sports,1,lebassett_,@Le_Bassett11,Non Power Five Conference,1,1,1
292,Matt Garber,Boston University,Lacrosse,Barstool Sports,1,mattgarber76,@garber_matt,Non Power Five Conference,1,1,1
293,Jeremy Drudge,Valparaiso University,Baseball,Barstool Sports,1,jdrudge15,@drudge_jeremy,Non Power Five Conference,1,1,1
294,Katelyn Howard,University of Oregon,Softball,Barstool Sports,1,Katelynhoward_nhoward___,@Katelynhoward04,Pac-12,1,1,0
295,Jonny Sorenson,University of Minnesota,Ice Hockey,Barstool Sports,1,jonny_soso,@jsoso4,Big 10,1,1,0
296,Matt Maloney,Lock Haven University of Pennsylvania,Wrestling,Barstool Sports,1,_mattmaloney,@maloneymatt_,Non Power Five Conference,1,1,1
297,Ryan McCloskey,Clemson University,Track and Field,Barstool Sports,1,mccloskinator,@mccloskinator,Atlantic Coast Conference,1,1,0
298,John Young,University of Kentucky,Football,Barstool Sports,1,the_johnyoung,@the_johnyoung,Southeastern Conference,1,1,0
299,Paul Kosanovich,University of Virginia,Baseball,Barstool Sports,1,paulk7_24,@paul_chris27,Atlantic Coast Conference,1,1,0
300,Sebastian Gongora,Wright State University,Baseball,Barstool Sports,1,seb.gongora,@sebgongora24,Non Power Five Conference,1,1,1
301,Morgan Suarez,Florida Atlantic University,Football,Barstool Sports,1,morgansuarez_,@suarezmorgan5,Non Power Five Conference,1,1,1
302,Amir Ado,Washington State University,Cross Country,Barstool Sports,1,amir_adoo,,Pac-12,1,0,0
303,Steven Hillan,University of North Florida,Baseball,Barstool Sports,1,s.hillan,@stevenchillan,Non Power Five Conference,1,1,1
304,Brendan Beattie,Miami University,Football,Barstool Sports,1,Brendan.55,@brendanbeattie6,Non Power Five Conference,1,1,1
305,Trevon Booker,Miami University,Football,Barstool Sports,1,tbook10,@trevon_booker,Non Power Five Conference,1,1,1
306,Allisa DiPrima,Oakland University,Softball,Barstool Sports,1,allisadiprimaaa,@AllisaDiprima,Non Power Five Conference,1,1,1
307,Steven Croell,Colorado State University - Pueblo,Football,Barstool Sports,1,scroell18,@CroellSteven,Non Power Five Conference,1,1,1
308,Jack Brown,University of Rhode Island,Golf,Barstool Sports,1,brownie22_,@brownie22_,Non Power Five Conference,1,1,1
309,Josh Morgan,University of Dayton,Soccer,Barstool Sports,1,josh_morg98,@josh_morg98,Non Power Five Conference,1,1,1
310,Drew Smiley,Lafayette College,Baseball,Barstool Sports,1,drewsmiley8,,Non Power Five Conference,1,0,1
311,Josiah Jones,Robert Morris University,Football,Barstool Sports,1,jones__josiah,@josiahjones08,Non Power Five Conference,1,1,1
312,Joe DeHaan,Northwestern University,Football,Barstool Sports,1,joedehaan14,@joedehaan14,Big 10,1,1,0
313,Mary Haff,University of Arkansas,Softball,Barstool Sports,1,MaryHaff,@HaffMary,Southeastern Conference,1,1,0
314,Donald Scott,University of Michigan,Swimming and Diving,Barstool Sports,1,Donald_scott_,@DonaldScott_,Big 10,1,1,0
315,Otis Thrasher,Lafayette College,Football,Barstool Sports,1,yang.oat,@thrasher_otis,Non Power Five Conference,1,1,1
316,Zac Herrmann,Niagara University,Ice Hockey,Barstool Sports,1,zac.herrmann,,Non Power Five Conference,1,0,1
317,Matthew Martin,Nicholls State University,Football,Barstool Sports,1,mattmartin__,@mattmartin_4,Non Power Five Conference,1,1,1
318,Jess Foley,Niagara University,Lacrosse,Barstool Sports,1,jessfoley46,@jessfoley46,Non Power Five Conference,1,1,1
319,Jake Marti,University of Michigan,Baseball,Barstool Sports,1,jakemarti21,@jakemarti_,Big 10,1,1,0
320,Makenna Jones,University of Cincinnati,Golf,Barstool Sports,1,makennaj20,@makennaj20,Non Power Five Conference,1,1,1
321,Shaun Peterson Jr.,Florida International University,Football,Barstool Sports,1,_s.p.2_,,Non Power Five Conference,1,0,1
322,Grant Calvert,Saint Louis University,Soccer,Barstool Sports,1,GrantCalvert,@Grantca1vert,Non Power Five Conference,1,1,1
323,Cade Denhoff,Clemson University,Football,Barstool Sports,1,cade.denhoff,@cade_denhoff,Atlantic Coast Conference,1,1,0
324,Elijah Hills,"University at Albany, SUNY",Football,Barstool Sports,1,3lijah_hills,@3lijah_hills,Non Power Five Conference,1,1,1
325,Noah Taylor,Cornell University,Football,Barstool Sports,1,noahtaylor5,@noahtay5,Non Power Five Conference,1,1,1
326,Ben Vander Plas,Ohio University,Basketball,Barstool Sports,1,benvanderplas,@benvanderplas,Non Power Five Conference,1,1,1
327,Alex Simet,"University of Maryland, College Park",Football,Barstool Sports,1,Alexsimet,@AlexAlexsimet58,Big 10,1,1,0
328,Ryan Boehm,"California State University, Fresno",Football,Barstool Sports,1,Ryan.boehm,@RyanDanielBoehm,Non Power Five Conference,1,1,1
329,Cooper Krezek,Morehead State University,Football,Barstool Sports,1,cooperkrezek,@ckrezek4,Non Power Five Conference,1,1,1
330,Zachary Curiale,Miami University,Cross Country,Barstool Sports,1,z_curiale1109,@CurialeZach,Non Power Five Conference,1,1,1
331,Emily Feeney,Quinnipiac University,Lacrosse,Barstool Sports,1,emfeeneyy,@efeeney5,Non Power Five Conference,1,1,1
332,Xander Gagnon,University of Northern Colorado,Football,Barstool Sports,1,mxandergagnon,@xandergagnon,Non Power Five Conference,1,1,1
333,Jordan Anderson,Lafayette College,Football,Barstool Sports,1,jdwavy,@_JA23_,Non Power Five Conference,1,1,1
334,Matt Thomas,University of Rhode Island,Football,Barstool Sports,1,_mattynice_,@mattynice85,Non Power Five Conference,1,1,1
335,JoJo Aragona,Rutgers University,Wrestling,Barstool Sports,1,Jojo_Aragona,@1Aragona,Big 10,1,1,0
336,Jack Vanoverbeke,High Point University,Lacrosse,Barstool Sports,1,jackvanoverbeke,@jackvanoverbeke,Non Power Five Conference,1,1,1
337,Mahalia White,"University of California, Davis",Volleyball,Barstool Sports,1,mahaliawhite_,@mahaliawhite_,Non Power Five Conference,1,1,1
338,Austin Ertl,Miami University,Football,Barstool Sports,1,AustinErtl92,,Non Power Five Conference,1,0,1
339,Kolby Borders,Miami University,Football,Barstool Sports,1,Kolby.borders,@Kolby_borders,Non Power Five Conference,1,1,1
340,Jill Warabak,Lafayette College,Track and Field,Barstool Sports,1,jillwarabak,@jillwarabak,Non Power Five Conference,1,1,1
341,Glen Mandel,Mercer University,Lacrosse,Barstool Sports,1,glennmandel16,@glennmandel16,Non Power Five Conference,1,1,1
342,Jason Miranda,Stanford University,Wrestling,Barstool Sports,1,Jason.Miranda,,Pac-12,1,0,0
343,Dylan Summers,Eastern Michigan University,Football,Barstool Sports,1,_dylansummers,@dsums31,Non Power Five Conference,1,1,1
344,Evan Davis,University at Buffalo,Football,Barstool Sports,1,Evandavis37,@Evandavis37,Non Power Five Conference,1,1,1
345,Jordan Gaitley,University of Richmond,Basketball,Barstool Sports,1,Jordan_gaitley,@Gaitleyjordan,Non Power Five Conference,1,1,1
346,Jillie Quevedo,University of Virginia,Lacrosse,Barstool Sports,1,jilliequevedo,@jilliequevedo,Atlantic Coast Conference,1,1,0
347,Josh Schreibeis,Robert Morris University,Lacrosse,Barstool Sports,1,josh_schreibeis,@josh_schreibeis,Non Power Five Conference,1,1,1
348,Gavin Lafferty,Georgetown University,Rowing,Barstool Sports,1,gavinlaff,,Non Power Five Conference,1,0,1
349,Nia Johnson,"University of Nevada, Las Vegas",Basketball,Barstool Sports,1,niaj30,@niaj300,Non Power Five Conference,1,1,1
350,J.M. Fay,Florida State College at Jacksonville,Baseball,Barstool Sports,1,JmFay19_,@Jmfay19,Non Power Five Conference,1,1,1
351,Carly Haines,University of Louisville,Golf,Barstool Sports,1,Carlsss4511,,Atlantic Coast Conference,1,0,0
352,Preston Brodziak,Long Island University,Ice Hockey,Barstool Sports,1,brodzz04,@brodz04,Non Power Five Conference,1,1,1
353,Aaron Costello,University of Iowa,Wrestling,Barstool Sports,1,Aaron_Costello,@Aaroncostello5,Big 10,1,1,0
354,Anthony Depino,University of Rhode Island,Baseball,Barstool Sports,1,Antdepino,@Ant_depino,Non Power Five Conference,1,1,1
355,Joey Abate,University of Nebraska Omaha,Ice Hockey,Barstool Sports,1,j_abate45,@j_abateJR,Non Power Five Conference,1,1,1
356,Emily Fitzner,Indiana University,Volleyball,Barstool Sports,1,emmalers,@EmilyFitzner,Big 10,1,1,0
357,Cameron Lyons,University of North Carolina at Charlotte,Football,Barstool Sports,1,c11lyons,@c11lyons,Non Power Five Conference,1,1,1
358,Casey Thompson,Boston University,Field Hockey,Barstool Sports,1,casey__thompson,@caseynt21,Non Power Five Conference,1,1,1
359,Jack Hoagland,University of Notre Dame,Swimming and Diving,Barstool Sports,1,jack.w.hoagland,@JackHoagland5,Atlantic Coast Conference,1,1,0
360,JP Miller,George Mason University,Golf,Barstool Sports,1,jp_miller17,@jp_golf12,Non Power Five Conference,1,1,1
361,Benito Posa,Lake Superior State University,Ice Hockey,Barstool Sports,1,Benito_posa,@Benito_posa,Non Power Five Conference,1,1,1
362,Dylan Wudke,Youngstown State University,Football,Barstool Sports,1,dylanwudke,@dylanwudke,Non Power Five Conference,1,1,1
363,Blake Money,Louisiana State University,Baseball,Barstool Sports,1,theblakemoney,@theblakemoney,Southeastern Conference,1,1,0
364,Tyler Mackesy,University of Virginia,Squash,Barstool Sports,1,tmackesy,@tmackesy1,Atlantic Coast Conference,1,1,0
365,Taylor Fox,University of Iowa,Football,Barstool Sports,1,taylor_fox58,@TAYLORFOXINSOX,Big 10,1,1,0
366,Ben Burton,United States Naval Academy,Golf,Barstool Sports,1,bburton16,@bburton24,Non Power Five Conference,1,1,1
367,Joe Dunlap,The Ohio State University,Ice Hockey,Barstool Sports,1,joedunlap21,@joedunlap21,Big 10,1,1,0
368,Andrew Stafford,Drake University,Football,Barstool Sports,1,andrewstafford3,@A_staff3,Non Power Five Conference,1,1,1
369,Malik Hamm,Lafayette College,Football,Barstool Sports,1,maniachamm,@maniachamm,Non Power Five Conference,1,1,1
370,Reggie Lutz,"Minnesota State University, Mankato",Ice Hockey,Barstool Sports,1,reggie_lutz16,@reggie_lutz,Non Power Five Conference,1,1,1
